student_id,gender,subject_area,socioeconomic_band,prior_ai_experience,ai_training_completed,ai_confidence_score_1_5,actual_ai_use,writing_formality_score,paraphrase_similarity_score,source_citation_quality_score,detector_score,detection_flag,human_review_completed,misconduct_case_opened,appeal_submitted,appeal_successful,is_false_positive,is_false_negative,stress_test_note,actual_ai_use_binary,detection_flag_binary,false_positive_binary,false_negative_binary,appeal_success_binary,system_type,case_study
STUD00127,Male,STEM,Medium,High,Yes,3.35,Yes,0.698,0.895,0.892,0.627,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00128,Female,Social Sciences,High,Low,No,2.65,Yes,0.706,0.479,0.787,0.692,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00129,Male,STEM,Low,Medium,No,4.38,No,0.323,0.572,0.437,0.359,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00130,Female,Business,High,Low,Yes,1.9,No,0.364,0.529,0.385,0.321,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00131,Female,Business,Medium,High,Yes,3.75,Yes,0.264,0.922,0.655,0.549,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD00132,Female,Education,Medium,Medium,Yes,3.35,No,0.239,0.515,0.707,0.306,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00133,Female,STEM,Medium,Low,Yes,3.79,No,0.437,0.329,0.876,0.253,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00134,Female,Arts & Humanities,Low,Medium,No,2.79,Yes,0.461,0.459,0.357,0.57,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00135,Female,STEM,Medium,Medium,No,3.12,No,0.355,0.169,0.553,0.162,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00136,Female,Health,Low,Medium,Yes,4.48,Yes,0.389,0.724,0.77,0.875,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00137,Male,Education,Low,High,Yes,3.42,Yes,0.507,0.698,0.835,0.772,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00138,Male,STEM,Medium,Medium,Yes,3.86,No,0.368,0.382,0.465,0.286,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00139,Female,Social Sciences,High,Medium,Yes,3.07,No,0.681,0.542,0.443,0.219,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00140,Male,Business,Medium,High,No,4.25,Yes,0.351,0.824,0.708,0.851,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00141,Female,Social Sciences,Low,Medium,No,1.99,No,0.776,0.613,0.437,0.434,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00142,Male,STEM,Medium,Low,No,3.74,No,0.369,0.218,0.433,0.43,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00143,Female,Social Sciences,Low,Medium,Yes,3.28,No,0.466,0.295,0.935,0.143,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00144,Non-disclosed,Arts & Humanities,Medium,High,No,4.37,Yes,0.187,0.772,0.694,0.493,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD00145,Male,Health,Low,Medium,No,2.49,Yes,0.31,0.644,0.589,0.759,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00146,Female,Health,High,High,No,3.65,Yes,0.591,0.788,0.51,0.894,Yes,Yes,Yes,Yes,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00147,Female,Business,Medium,Medium,No,2.74,Yes,0.314,0.664,0.86,0.743,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00148,Male,STEM,High,Medium,No,5,Yes,0.693,0.816,0.263,1,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00149,Male,STEM,Medium,Medium,Yes,3.08,Yes,0.604,0.715,0.914,0.898,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00150,Female,Health,Medium,Medium,Yes,2.64,Yes,0.545,0.592,0.702,0.699,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00151,Female,Social Sciences,Medium,High,Yes,4.16,No,0.608,0.484,0.577,0.175,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00152,Male,Social Sciences,Low,High,No,3.59,Yes,1,0.461,0.462,0.814,Yes,No,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00153,Male,Education,Medium,Low,Yes,3.53,No,0.546,0.161,0.564,0.5,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00154,Female,Business,Low,Low,No,1.87,No,0.622,0.556,0.609,0.241,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00155,Male,STEM,High,High,No,3.97,Yes,0.513,0.743,0.721,0.666,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00156,Male,STEM,Low,High,No,4.39,No,0.594,0.459,0.486,0.407,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00157,Male,Social Sciences,Medium,High,Yes,4.57,No,0.573,0.445,0.715,0.402,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00158,Male,Business,Medium,Medium,No,4.44,No,0.544,0.491,0.561,0.075,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00159,Female,Arts & Humanities,Low,Medium,No,3.66,No,0.676,0.303,0.505,0.244,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00160,Female,Business,Low,Medium,No,3.59,No,0.336,0.432,0.49,0.302,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00161,Female,Health,Medium,Medium,No,3.03,Yes,0.31,0.63,0.684,0.976,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00162,Female,Business,Medium,Medium,No,2.99,No,0.079,0.606,0.281,0.475,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00163,Male,STEM,Medium,High,Yes,3.76,Yes,0.438,0.531,0.649,0.649,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00164,Male,Business,High,Medium,Yes,3.24,Yes,0.5,1,0.686,0.731,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00165,Male,STEM,Low,Low,Yes,2.02,Yes,0.416,0.601,0.518,0.749,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00166,Female,Education,Low,Medium,No,3.35,No,0.462,0.495,0.714,0.44,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00167,Female,Business,High,Low,No,3.42,No,0.402,0,0.563,0.428,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00168,Male,STEM,Low,Medium,Yes,3.05,No,0.253,0.428,0.532,0.458,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00169,Male,Social Sciences,High,Medium,No,4.02,Yes,0.689,0.455,0.306,0.767,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00170,Male,Arts & Humanities,Low,High,No,3.72,No,0.43,0.368,0.66,0.183,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00171,Male,STEM,High,High,Yes,4.99,Yes,0.56,0.63,0.626,0.825,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00172,Female,Business,Medium,Medium,Yes,2.63,No,0.259,0.435,0.769,0.208,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00173,Female,Arts & Humanities,Low,Low,Yes,3.13,No,0.556,0.407,0.752,0.197,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00174,Male,Arts & Humanities,Low,High,No,4.79,No,0.483,0.295,0.707,0.436,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00175,Female,Health,High,Medium,No,3.06,Yes,0.477,0.866,0.274,0.684,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00176,Female,Health,Medium,Low,Yes,1.54,No,0.449,0.15,0.413,0.32,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00177,Female,Arts & Humanities,Medium,Low,Yes,2.62,No,0.636,0.205,0.33,0.403,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00178,Female,STEM,Medium,Low,No,2.33,Yes,0.397,0.697,0.437,0.874,Yes,No,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00179,Male,Arts & Humanities,High,High,Yes,3.65,Yes,0.78,0.802,0.707,0.633,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00180,Female,Arts & Humanities,Low,Low,No,2.35,No,0.551,0.337,0.916,0.461,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00181,Male,Business,High,Low,Yes,3.99,No,0.509,0.295,0.444,0.377,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00182,Female,Education,High,Medium,Yes,3.38,No,0.865,0.725,0.586,0.257,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00183,Non-disclosed,STEM,High,Medium,Yes,3.44,Yes,0.165,0.665,0.656,0.635,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00184,Female,Health,Low,Medium,No,4.91,No,0.505,0.32,0.711,0.428,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00185,Male,Health,Low,Medium,Yes,3.18,Yes,0.701,0.725,0.786,0.603,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00186,Female,Arts & Humanities,Medium,Low,Yes,2.76,No,0.937,0.494,1,0.216,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00187,Male,STEM,Low,Medium,Yes,3.17,Yes,0.562,0.508,0.799,0.771,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00188,Male,STEM,Medium,Low,No,3.23,No,0.31,0.144,0.472,0.357,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00189,Male,Education,Low,High,Yes,4.36,Yes,0.525,1,0.595,0.719,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00190,Female,Education,Low,Medium,No,3.87,No,0.288,0.316,0.127,0.192,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00191,Female,Health,Low,Medium,No,3.39,No,0.261,0.168,0.551,0.235,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00192,Male,Health,High,Low,No,4.1,No,0.16,0.316,0.469,0.141,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00193,Male,STEM,Medium,High,No,5,No,0.659,0.297,0.755,0.581,Yes,Yes,Yes,No,No,Yes,No,Synthetic demonstration only - not real student data,0,1,1,0,0,ai_detection_tool,AI detection fairness stress test
STUD00194,Male,Business,Low,Low,No,3.36,No,0.337,0.235,0.381,0.328,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00195,Male,Business,Medium,Medium,Yes,4.08,No,0.661,0.646,0.905,0.406,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00196,Female,Business,Medium,Medium,No,3.49,No,0.463,0.495,0.583,0.255,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00197,Male,Arts & Humanities,Low,High,No,3.97,Yes,0.699,0.358,0.463,0.693,Yes,Yes,No,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00198,Female,STEM,Low,Medium,No,3.56,Yes,0.49,0.562,0.635,0.485,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD00199,Female,STEM,Low,High,Yes,2.96,No,0.593,0.219,0.575,0.103,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00200,Male,STEM,Medium,High,No,3.59,No,0.455,0.628,0.633,0.336,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00201,Female,Business,Medium,Low,No,2.19,No,0.563,0.414,0.785,0.287,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00202,Non-disclosed,Arts & Humanities,Low,Medium,Yes,2.07,No,0.782,0.427,0.717,0.339,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00203,Male,Social Sciences,Medium,Medium,No,2.48,No,0.755,0.413,0.572,0.346,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00204,Female,Arts & Humanities,Medium,Low,No,1.96,No,0.525,0.307,0.784,0.473,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00205,Male,STEM,Low,High,No,2.06,Yes,0.381,0.831,0.367,0.597,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00206,Female,Social Sciences,Low,Medium,No,5,No,0.451,0.571,0.477,0.292,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00207,Female,Business,Low,Low,Yes,2.19,No,0.755,0.295,0.477,0.335,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00208,Non-disclosed,Health,High,Low,No,3.98,No,0.841,0.316,0.802,0.501,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00209,Female,Health,Medium,High,No,2.75,Yes,0.534,0.569,0.731,0.508,No,No,No,No,No,No,Yes,Synthetic demonstration only - not real student data,1,0,0,1,0,ai_detection_tool,AI detection fairness stress test
STUD00210,Female,Arts & Humanities,High,Low,Yes,1.65,No,0.635,0.339,0.664,0.169,No,No,No,No,No,No,No,Synthetic demonstration only - not real student data,0,0,0,0,0,ai_detection_tool,AI detection fairness stress test
STUD00211,Male,Business,Medium,High,Yes,3.65,Yes,0.536,0.738,0.838,0.752,Yes,Yes,Yes,No,No,No,No,Synthetic demonstration only - not real student data,1,1,0,0,0,ai_detection_tool,AI detection fairness stress test
