student_id,gender,subject_area,socioeconomic_band,ai_access_level,weekly_genai_use_hours,ai_confidence_score_1_5,ai_training_completed,career_ai_tool_used,assessment_score_after_ai_integration,academic_misconduct_flag,demo_note
SURV00896,Female,Arts & Humanities,Medium,Limited,3.0,1.69,No,No,69.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00897,Male,STEM,High,Limited,0,2.34,No,No,69.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00898,Male,Education,High,Strong,7.9,3.9,No,No,78.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00899,Female,Health,High,Strong,5.9,2.61,No,No,65.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00900,Male,Business,Low,Limited,0.8,4.13,Yes,No,86.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00901,Non-disclosed,Business,Medium,Adequate,2.0,3.12,Yes,No,83.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00902,Male,STEM,High,Strong,7.0,4.36,No,No,83.2,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00903,Male,Business,Low,Strong,7.8,4.59,Yes,No,77.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00904,Female,STEM,Medium,Strong,5.2,2.83,Yes,Yes,73.3,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00905,Male,STEM,Low,Adequate,5.0,3.34,No,Yes,73.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00906,Female,Education,Medium,Adequate,2.1,4.04,Yes,No,82.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00907,Female,Arts & Humanities,Low,Adequate,3.2,2.79,No,Yes,82.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00908,Male,STEM,Low,Adequate,4.9,3.26,Yes,No,76.3,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00909,Female,STEM,Low,Adequate,5.4,3.24,No,No,71.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00910,Male,Business,Medium,Strong,4.2,3.73,No,No,79.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00911,Male,Business,High,Strong,7.1,3.88,Yes,Yes,80.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00912,Male,Business,High,Adequate,3.8,3.42,Yes,Yes,77.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00913,Female,Social Sciences,Low,Limited,0,3.25,No,No,73.4,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00914,Female,Business,Medium,Strong,5.8,3.77,Yes,Yes,87.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00915,Male,Business,Low,Limited,0,2.53,No,No,67.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00916,Male,Business,Medium,Adequate,3.6,3.74,No,No,80.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00917,Male,STEM,Medium,Limited,2.3,3.64,No,Yes,88.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00918,Male,STEM,High,Adequate,4.7,3.73,No,No,71.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00919,Female,Business,Medium,Adequate,3.1,2.53,No,Yes,70.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00920,Female,Health,High,Adequate,4.1,4.32,No,No,69.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00921,Male,STEM,Medium,Adequate,5.6,3.76,Yes,Yes,96.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00922,Male,STEM,Medium,Strong,6.4,3.85,Yes,No,91.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00923,Male,STEM,Medium,Limited,1.3,4.67,No,Yes,84.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00924,Male,Business,Low,Limited,2.1,4.38,Yes,No,83.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00925,Female,Business,Medium,Strong,4.7,2.61,Yes,No,78.7,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00926,Female,STEM,Medium,Adequate,5.5,3.8,Yes,Yes,97.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00927,Female,Arts & Humanities,Low,Limited,0,2.82,No,No,78.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00928,Male,Business,Low,Strong,5.7,3.99,No,No,65.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00929,Female,Education,Medium,Adequate,2.6,3.27,Yes,No,73.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00930,Female,Arts & Humanities,Medium,Adequate,7.4,2.98,No,No,85.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00931,Non-disclosed,Business,Low,Adequate,4.5,2.23,Yes,No,72.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00932,Female,Health,Medium,Adequate,2.2,2.74,Yes,No,75.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00933,Male,Health,Medium,Adequate,3.3,3.93,No,Yes,66.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00934,Male,STEM,High,Adequate,2.6,4.06,No,No,76.9,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00935,Male,Business,Low,Adequate,6.2,3.71,No,No,77.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00936,Male,STEM,Medium,Adequate,0.9,3.82,No,No,71.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00937,Male,Health,High,Strong,6.4,5,No,Yes,97.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00938,Male,Health,Medium,Strong,5.5,3.88,Yes,No,69.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00939,Male,Business,Low,Adequate,7.0,3.45,No,Yes,71.7,No,Synthetic survey-style data for dashboard demonstration only
SURV00940,Male,STEM,Medium,Adequate,2.9,2.48,No,No,76.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00941,Female,Social Sciences,Medium,Strong,5.3,2.85,No,Yes,74.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00942,Female,Business,Low,Adequate,3.6,2.74,Yes,No,78.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00943,Female,Social Sciences,Low,Strong,5.1,2.81,No,No,87.0,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00944,Female,STEM,Low,Adequate,3.4,3.13,No,Yes,79.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00945,Female,Education,Low,Adequate,4.1,2.14,No,No,73.1,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00946,Female,Arts & Humanities,High,Strong,8.2,3.42,Yes,No,81.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00947,Male,Social Sciences,High,Adequate,5.2,3.63,No,No,72.5,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00948,Female,Arts & Humanities,Medium,Limited,0,2.78,No,No,75.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00949,Female,STEM,High,Strong,7.2,3.63,No,No,80.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00950,Male,Health,Medium,Adequate,3.5,2.81,Yes,Yes,73.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00951,Female,Business,Medium,Adequate,5.6,3.57,No,Yes,79.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00952,Female,Business,Medium,Limited,1.9,2.05,Yes,No,78.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00953,Female,Arts & Humanities,High,Adequate,2.4,3.73,Yes,No,88.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00954,Male,Social Sciences,Medium,Strong,5.0,4.43,No,Yes,80.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00955,Female,Arts & Humanities,High,Strong,7.3,3.03,Yes,Yes,76.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00956,Male,Social Sciences,Low,Strong,6.9,3.66,Yes,Yes,95.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00957,Female,STEM,Medium,Limited,3.4,2.43,No,No,77.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00958,Female,Business,Medium,Adequate,1.8,3.6,No,No,80.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00959,Non-disclosed,Health,Medium,Adequate,2.3,3.51,No,Yes,77.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00960,Female,STEM,Medium,Strong,7.7,3.41,No,No,93.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00961,Male,Social Sciences,Low,Adequate,4.6,4.0,No,Yes,76.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00962,Female,Education,Medium,Adequate,3.7,3.3,Yes,Yes,81.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00963,Male,STEM,High,Strong,6.6,3.9,No,Yes,73.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00964,Female,Arts & Humanities,Medium,Adequate,3.0,4.13,No,No,76.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00965,Female,Health,Low,Adequate,3.3,2.82,Yes,No,67.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00966,Female,Health,High,Strong,6.0,3.38,No,No,86.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00967,Male,Arts & Humanities,Medium,Adequate,4.3,3.51,No,No,81.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00968,Female,Education,High,Adequate,3.7,2.36,Yes,Yes,72.0,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00969,Male,STEM,Low,Adequate,3.7,4.18,No,Yes,83.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00970,Female,Arts & Humanities,Medium,Adequate,1.6,3.47,No,No,75.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00971,Female,Arts & Humanities,Low,Adequate,3.2,3.56,No,No,87.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00972,Male,STEM,High,Adequate,2.7,3.03,Yes,No,77.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00973,Male,STEM,Medium,Limited,3.4,2.36,Yes,No,66.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00974,Female,STEM,Medium,Adequate,3.4,3.76,No,No,80.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00975,Non-disclosed,STEM,Low,Adequate,4.3,3.9,Yes,No,78.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00976,Female,Business,High,Adequate,2.7,3.34,No,No,80.4,No,Synthetic survey-style data for dashboard demonstration only
SURV00977,Male,STEM,Low,Strong,7.9,3.63,Yes,Yes,90.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00978,Male,STEM,High,Strong,7.8,4.16,Yes,Yes,92.1,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00979,Female,Business,Medium,Adequate,2.8,2.37,Yes,No,84.3,No,Synthetic survey-style data for dashboard demonstration only
SURV00980,Female,Health,Low,Limited,2.5,3.13,Yes,Yes,83.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00981,Female,Health,Medium,Adequate,5.0,3.09,Yes,No,71.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00982,Male,STEM,Medium,Adequate,3.2,3.64,No,No,77.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00983,Female,STEM,Medium,Strong,11.8,3.36,No,No,84.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00984,Female,Health,Low,Adequate,0.4,3.66,Yes,Yes,82.5,No,Synthetic survey-style data for dashboard demonstration only
SURV00985,Female,Health,Low,Limited,1.0,4.2,Yes,No,72.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00986,Female,Business,Low,Strong,7.9,2.49,Yes,No,82.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00987,Male,STEM,Low,Adequate,4.0,3.05,No,No,64.1,No,Synthetic survey-style data for dashboard demonstration only
SURV00988,Male,STEM,High,Strong,8.1,3.15,Yes,No,80.2,No,Synthetic survey-style data for dashboard demonstration only
SURV00989,Female,STEM,Medium,Limited,1.4,3.2,Yes,No,79.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00990,Male,STEM,High,Adequate,6.8,3.75,No,No,76.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00991,Male,Arts & Humanities,Low,Limited,1.0,1.87,Yes,No,68.0,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00992,Female,Business,Medium,Adequate,1.0,2.99,No,No,59.0,Yes,Synthetic survey-style data for dashboard demonstration only
SURV00993,Female,STEM,Low,Strong,8.7,3.96,No,Yes,77.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00994,Male,STEM,High,Strong,9.3,4.09,No,No,95.8,No,Synthetic survey-style data for dashboard demonstration only
SURV00995,Male,Business,Medium,Adequate,5.3,2.28,No,No,71.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00996,Female,Arts & Humanities,Medium,Adequate,2.0,2.83,No,No,68.9,No,Synthetic survey-style data for dashboard demonstration only
SURV00997,Female,Health,Low,Adequate,4.7,3.21,No,Yes,84.6,No,Synthetic survey-style data for dashboard demonstration only
SURV00998,Male,Social Sciences,Medium,Strong,7.2,4.07,No,No,67.0,No,Synthetic survey-style data for dashboard demonstration only
SURV00999,Male,Social Sciences,Medium,Limited,1.3,2.89,Yes,No,77.8,No,Synthetic survey-style data for dashboard demonstration only
SURV01000,Male,Health,Low,Limited,1.6,3.19,No,No,83.6,No,Synthetic survey-style data for dashboard demonstration only
